,Bedrooms,Bathrooms,HouseSize_sqft,Neighborhood,Condition,Price
94,4,2,1904,3,0,1080610.5585849774
95,5,2,1802,3,0,1093711.8095820353
96,4,2,1706,3,1,1094942.185964222
97,3,1,1234,3,0,752223.3266927581
98,4,2,1632,0,1,822951.4927864899
99,4,3,1663,3,1,1054728.622514949
100,3,2,1479,3,1,924977.5449982968
101,3,2,1735,3,2,1050487.4748783251
102,4,1,1962,3,0,1149404.7681310468
103,5,2,2554,2,2,1377555.1062747485
104,3,1,1903,3,1,1100653.630037953
105,4,2,1770,3,2,1063362.0055235336
106,2,1,1032,3,0,696798.3922822545
107,4,2,1789,2,1,971223.9604659972
108,4,2,1824,2,0,1000862.4253979076
109,5,4,1810,0,0,1387147.701107232
110,3,2,1723,2,1,982587.4464180073
111,4,2,1921,3,0,1129667.086701442
112,4,2,1786,2,0,1002571.7950726352
113,2,2,1333,2,0,699060.6035429969
114,6,3,2257,0,2,1165648.261034086
115,4,2,1810,2,2,1004516.6064958776
116,4,3,2116,2,1,1173345.160384819
117,4,2,1436,0,2,766025.2485303191
118,5,3,2361,2,2,1314786.530482669
119,2,2,1239,0,2,628602.2175802941
120,3,2,2035,2,2,1110027.4508293313
121,5,3,2676,0,0,1337495.6123182788
122,3,2,1404,0,1,747867.7759031013
123,4,2,1573,0,2,840527.4331918927
124,4,3,1840,2,0,1005874.0846544376
125,4,2,1599,2,0,935953.8457443352
126,3,1,1180,2,0,661801.6790546747
127,4,3,1827,0,2,982583.0694135192
128,2,2,1375,2,0,793803.9509313414
129,3,2,1432,0,2,736799.6583667599
130,3,2,2420,3,2,1359508.689019611
131,3,2,1487,0,0,757431.8192028453
132,4,2,1671,2,1,931933.53359795
133,4,3,2125,0,2,1116431.356184802
134,2,1,1308,3,0,761955.1047887905
135,4,3,1891,0,0,945332.3156543528
136,4,3,2323,2,0,1219251.608123461
137,3,2,1157,3,2,786162.2455381863
138,3,3,1874,2,0,1090552.4957132724
139,6,2,1904,3,0,1152645.426408592
140,4,3,2113,3,0,1231663.4652242155
141,3,1,1272,0,2,684174.158723076
142,4,3,2009,2,0,1082128.8877853244
143,5,2,1919,0,2,999608.310664017
144,4,3,1900,0,1,1015344.6419557309
145,4,3,1810,3,1,1178393.502807651
146,3,2,1528,0,2,792282.998613834
147,5,1,1893,3,0,1138837.048265995
148,4,3,1917,3,1,1072656.0764037855
149,3,3,1514,3,0,972753.004341181
150,5,3,2546,2,1,1352217.1415122335
151,4,2,1990,2,2,1034370.9388584282
152,3,1,1323,2,2,767901.4484892727
153,4,3,2063,2,2,1265389.4059089778
154,3,2,1410,2,1,804433.8439202514
155,3,3,2115,2,0,1171261.4650897295
156,5,4,2263,0,0,1229915.5519609922
157,2,2,1472,2,0,855724.6163042135
158,5,2,2185,2,1,1004516.6064958776
159,4,3,1965,3,1,1197564.3915807265
160,4,1,2129,3,1,1004516.6064958776
161,4,3,2559,3,1,1394363.7625207957
162,3,2,1499,3,0,898030.0925561662
163,2,2,1444,3,1,954015.6841923402
164,2,2,1474,2,1,838877.574333251
165,4,2,1769,3,0,1063817.836508996
166,5,3,1936,3,1,1193951.91674821
167,3,2,1911,0,0,950112.417270577
168,4,3,2131,2,0,1215744.5160394069
169,3,2,1805,2,2,972660.8596859896
170,4,3,2381,2,2,1293474.3575454345
171,4,4,2888,3,2,1608029.7746495102
172,3,3,2050,3,1,1180267.0498705425
173,3,1,1457,0,0,731600.5359336168
174,4,2,1372,3,0,890360.2836134819
175,4,3,1993,0,1,1007072.4053475576
176,4,2,1711,2,2,921587.1747311918
177,5,3,2086,3,0,1237026.9217577158
178,5,2,1989,0,0,974041.161202308
179,4,2,1771,0,1,928692.474632451
180,3,1,1461,3,2,1004516.6064958776
181,3,1,1621,2,0,867351.0363164403
182,4,3,2143,2,1,1152587.0908105075
183,2,3,1886,0,0,954112.109256012
184,2,2,1302,0,1,704980.5332125365
185,3,2,1446,2,1,820101.6776167969
186,5,2,1823,0,1,950873.4681674108
187,2,2,1343,0,0,655706.2664383233
188,4,3,1943,2,0,1085830.1067926926
189,2,1,2024,3,0,1099060.4390421775
190,5,3,2233,3,2,1348229.4379295078
191,4,4,2222,2,2,1253323.7188264409
192,3,2,1249,2,0,788055.2343403138
193,4,2,1425,3,1,863371.6684008393
194,5,2,2006,0,2,1010454.1450902448
195,4,3,2006,3,0,1143070.0393858128
196,2,3,2006,2,1,1029614.3932474104
197,5,3,2028,2,1,1066774.0914551143
198,3,4,2254,2,1,1247663.565929406
199,4,2,2182,2,1,1123284.5963678122
200,5,2,2061,2,1,1158101.5746573273
201,4,2,1674,3,2,1012759.7044142346
202,5,2,2104,2,2,1262018.2500483547
203,1,2,1491,0,2,788258.0802308997
204,4,2,1705,2,0,978277.8302627644
205,3,2,1606,0,2,813578.6419535865
206,4,3,1833,0,1,929001.5783270794
207,2,1,1053,0,1,509317.6657562127
208,5,3,2075,2,0,1148192.9271025814
209,2,1,1155,0,1,547095.7573713271
210,3,3,1611,2,1,917114.5551451328
211,4,2,2236,2,1,1197316.6639428888
212,3,2,1826,3,0,1063824.723982941
213,3,1,1369,2,2,1004516.6064958776
214,2,2,1514,3,2,930304.9724922077
215,4,2,2072,2,0,1129585.814295324
216,3,1,1508,2,1,797822.03396763
217,2,3,1887,2,2,1077290.5175171436
218,2,2,1818,3,0,1049245.2872141586
219,3,2,1539,3,0,952277.4261192984
220,6,3,2658,0,0,1373156.3687762553
221,5,2,2054,3,1,1215101.907955147
222,1,2,990,3,2,703068.4334190282
223,4,3,1875,3,0,1138175.5016145515
224,3,1,1535,2,2,909505.315102477
225,4,2,1810,0,2,1088283.1060195034
226,3,2,1483,3,2,892034.4808624941
227,4,2,1754,2,2,986604.231709254
228,4,2,2002,2,0,1004516.6064958776
229,4,3,2146,3,1,1250592.4292324455
230,3,2,1320,3,0,839090.5213867924
231,4,2,1666,2,0,877334.3061837
232,3,2,1610,2,0,1004516.6064958776
233,3,1,1539,0,1,767186.0851709653
234,6,2,2506,2,2,1356577.4550105194
235,4,3,1962,2,2,1068066.4537451935
236,4,1,1296,3,2,858012.123445633
237,4,2,1810,2,1,1138229.905023425
238,5,3,2649,0,2,1372071.831478076
239,4,4,2213,2,1,1241659.5777553571
240,3,2,1192,3,2,1004516.6064958776
241,4,2,1606,3,2,1050097.19366236
242,5,3,2307,2,0,1223234.9019008975
243,2,2,1517,3,1,949194.1213969196
244,4,3,1978,0,0,1045904.9666076103
245,6,2,2110,0,0,1063315.5233449815
246,3,1,1429,2,0,831926.474117875
247,2,3,1776,2,0,972784.0404709076
248,1,2,503,2,1,357232.6876659626
249,3,2,1390,3,2,892419.8797229645
250,3,2,1699,0,0,849508.4705051148
251,3,1,1301,0,2,686723.2754411205
252,6,2,2453,3,0,1421638.696324261
253,3,1,1810,0,1,572118.5927699407
254,3,2,1810,2,1,943922.1996808876
255,4,3,2377,2,0,1306405.5781621505
256,2,2,1226,0,1,664345.9668925285
257,4,2,2265,2,0,1170640.4824814368
258,4,3,1804,3,2,1095517.5223448882
259,3,1,1407,3,0,827157.3027567908
260,4,2,1985,0,2,1004516.6064958776
261,3,1,1880,3,0,1063589.7166776522
262,4,2,1560,3,0,999350.7780794972
263,3,2,1828,0,1,955873.6376817916
264,3,2,1646,2,2,961514.0668885818
265,4,2,1845,2,1,1002568.0813478756
266,4,3,2065,2,1,1133906.8652014527
267,4,3,2434,0,2,1195979.881139535
268,3,1,1305,3,0,790017.1082162815
269,5,3,2653,2,0,1443891.5564310518
270,3,2,1019,2,0,676091.6807923967
271,4,2,1739,2,0,849648.2167371972
272,5,3,2035,2,0,1119123.169392637
273,4,2,1912,0,1,1004516.6064958776
274,4,1,1551,3,0,948318.9211968812
275,4,1,1717,0,1,835249.8893380411
276,3,1,1603,0,1,805981.6630953328
277,3,2,1564,0,1,783699.1633379144
278,4,2,2140,0,2,1076494.8093374362
279,4,2,1943,3,2,1164651.3149138193
280,2,2,1810,3,1,924468.9409474104
281,5,3,2160,2,2,1189836.400862188
282,3,2,1923,3,0,1111025.6196400148
283,4,4,2125,3,0,1004516.6064958776
284,4,4,2052,2,1,1145232.8606497862
285,3,2,1468,3,0,902017.016154014
286,4,1,1576,0,1,844126.827879687
287,4,2,2099,2,1,1092340.4323604242
288,5,1,2044,2,0,1088002.2382371486
289,5,3,1792,2,0,1058146.3452217754
290,4,3,1847,2,0,1027104.3443029004
291,4,4,2311,0,0,1223173.4203695157
292,3,2,1563,3,1,968606.4157754936
293,4,2,2019,0,1,1014258.46429048
294,3,2,1719,2,1,961036.8303362074
295,4,2,1713,3,1,977691.0988570452
296,5,3,2240,3,2,1004516.6064958776
297,4,3,1810,0,2,1058757.1926258735
298,4,3,2125,2,2,1176720.0273230262
299,5,3,2322,0,1,1242961.635272332
300,3,4,1808,3,1,1178719.6958796757
301,3,3,1810,0,1,1067893.067876316
302,3,1,1676,0,2,846177.3180615116
303,4,2,1930,2,1,1003318.2114233372
304,4,3,1748,2,0,976294.036221796
305,4,2,1839,3,0,1067825.7611414422
306,4,3,1810,0,1,1029502.836631111
307,3,2,1473,0,0,746675.9624604313
308,2,2,1398,2,2,813537.87701878
309,3,2,1314,3,1,867883.3573817343
310,6,3,2263,2,1,1227277.666457818
311,4,3,1810,2,2,1175676.690836663
312,3,3,2050,2,0,1175564.0471618872
313,5,3,2051,0,0,1036520.6539199776
314,4,2,1810,0,1,840886.9552051655
315,3,2,1441,2,0,808914.086476147
316,2,2,1529,2,2,910861.3155544376
317,4,2,2190,2,1,1217635.0641816226
318,4,1,1741,2,2,970430.6480267108
319,3,1,1470,3,2,884451.1908739463
320,4,2,1671,0,1,857972.0978733371
321,4,2,1965,2,2,1157657.9621801232
322,4,1,1575,2,2,755440.4706434299
323,3,2,1471,3,2,928612.5186428796
324,4,3,1897,3,0,1153894.4932215072
325,3,2,1898,3,1,1140667.5725477503
326,3,1,1597,0,1,793689.7230373236
327,4,2,1612,0,1,843454.621173825
328,3,3,1893,0,0,951019.5317017208
329,2,2,1221,0,0,631418.6267678349
330,3,1,1237,3,1,778360.7523472979
331,3,3,1513,3,0,970327.1968702432
332,4,3,1715,2,1,971491.2026105584
333,3,2,1924,2,0,1046276.3736247064
334,6,3,1810,0,2,1240686.23464037
335,3,2,2143,3,2,1257160.2396995286
336,4,2,1736,3,1,1048669.2528989287
337,3,3,1792,3,0,1024386.1085313094
338,2,2,1399,2,0,821402.3593866142
339,3,3,1793,2,2,980495.6664954912
340,3,2,1685,3,0,997428.4548349103
341,3,3,1929,3,0,1121219.5020395515
342,4,1,1469,3,0,944331.5729557064
343,4,3,2008,2,0,1045412.1461440502
344,4,2,2413,3,0,1444025.460350264
345,4,2,1961,0,0,993005.2774016844
346,3,3,2076,0,1,1048579.0984895115
347,4,2,1640,2,0,930346.9373062792
348,4,2,1890,2,2,1139970.319577255
349,3,2,1805,3,1,1085623.0997192247
350,4,2,1839,0,0,970249.8317188933
351,2,2,1491,2,2,837545.6593436736
352,4,3,1810,0,1,939491.67875739
353,4,3,1999,0,0,1031101.4939145755
354,5,2,2380,0,0,1206358.600992527
355,4,2,2184,0,0,1120681.8516013492
356,5,4,2661,3,0,1538379.544020506
357,4,2,1493,3,0,847665.7796402227
358,5,2,2149,0,1,1110694.737905615
359,4,3,1873,2,0,1059843.646874467
360,6,3,2676,2,2,1449603.2652858042
361,3,2,1464,2,2,871573.4500070408
362,4,3,1560,0,1,846535.1176837618
363,1,1,950,3,0,601512.4395895265
364,3,2,1590,2,0,896575.664711199
365,5,3,1937,2,1,1078714.5589021896
366,5,4,2550,0,0,1341582.5552303423
367,3,3,2180,2,1,1285670.0422347714
368,2,2,1569,3,0,955549.9045836864
369,4,2,1441,0,1,1004516.6064958776
370,4,2,1997,3,0,1178030.7994846196
371,3,1,1272,0,0,620113.5748795959
372,5,3,2533,0,1,1298620.254194002
373,5,3,2272,0,1,1192311.507486662
374,4,2,1612,3,0,1012177.1225155604
375,3,2,1115,0,1,631303.1859078814
376,6,3,2342,2,1,1315946.1427658063
377,4,1,1810,3,1,1046926.2740807764
378,4,3,2295,3,2,1360911.443304716
